Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Custom Label 0 (product.metafields.custom.custom_label_0),Google Product Category (product.metafields.custom.google_product_category),Age Group (product.metafields.google.age_group),Condition (product.metafields.google.condition),Gender (product.metafields.google.gender),Google Product Category (product.metafields.google.google_product_category),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Eye care applicator type (product.metafields.shopify.eye-care-applicator-type),Eyebrow applicator type (product.metafields.shopify.eyebrow-applicator-type),Face area (product.metafields.shopify.face-area),Hair care effect (product.metafields.shopify.hair-care-effect),Hair care items included (product.metafields.shopify.hair-care-items-included),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Lipstick effect (product.metafields.shopify.lipstick-effect),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Texture (product.metafields.shopify.texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / Canada,Price / Canada,Compare At Price / Canada,Included / United Arab Emirate,Price / United Arab Emirate,Compare At Price / United Arab Emirate,Included / United States,Price / United States,Compare At Price / United States,Status
etude-house-look-at-my-eyes-br402-20-12-hcw-etudeh-8809668019773,Etude house Look At My Eyes BR402 (20.12),"<p><strong>Etude house Look At My Eyes BR402 (20.12)</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668019773,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668019773,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_14444375-ba6c-4ba2-a08c-a66cd5537c84.jpg?v=1787813064,1,Etude house Look At My Eyes BR402 (20.12),false,Etude house Look At My Eyes BR402 (20.12) | Genze Hub,Etude house Look At My Eyes BR402 (20.12) from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668019773,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_14444375-ba6c-4ba2-a08c-a66cd5537c84.jpg?v=1787813064,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-br416-hcw-etudeh-8809668018820,Etude house Look At My Eyes BR416,"<p><strong>Etude house Look At My Eyes BR416</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668018820,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668018820,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9e43a1c5-a2ea-410a-ba82-bac772434206.webp?v=1787813062,1,Etude house Look At My Eyes BR416,false,Etude house Look At My Eyes BR416 | Genze Hub,Etude house Look At My Eyes BR416 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668018820,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9e43a1c5-a2ea-410a-ba82-bac772434206.webp?v=1787813062,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-br422-1-9g-hcw-etudeh-8809668018806,Etude house Look At My Eyes BR422 1.9g,"<p><strong>Etude house Look At My Eyes BR422 1.9g</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668018806,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668018806,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e41ad85b-64c3-471b-8f4f-f304734b089c.jpg?v=1787813060,1,Etude house Look At My Eyes BR422 1.9g,false,Etude house Look At My Eyes BR422 1.9g | Genze Hub,Etude house Look At My Eyes BR422 1.9g from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668018806,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_e41ad85b-64c3-471b-8f4f-f304734b089c.jpg?v=1787813060,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cafe-be102-hcw-etudeh-8809668018851,Etude house Look At My Eyes Cafe BE102,"<p><strong>Etude house Look At My Eyes Cafe BE102</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668018851,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668018851,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_771acbd0-f2aa-4cac-9109-9ed98475bed4.jpg?v=1787813058,1,Etude house Look At My Eyes Cafe BE102,false,Etude house Look At My Eyes Cafe BE102 | Genze Hub,Etude house Look At My Eyes Cafe BE102 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668018851,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_771acbd0-f2aa-4cac-9109-9ed98475bed4.jpg?v=1787813058,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cafa-br402-hcw-etudeh-8809820680209,Etude house Look At My Eyes CafÃ© BR402,"<p><strong>Etude house Look At My Eyes CafÃ© BR402</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809820680209,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809820680209,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_058609a6-f461-4c8d-bfca-ff4d9d2261a7.jpg?v=1787813057,1,Etude house Look At My Eyes CafÃ© BR402,false,Etude house Look At My Eyes CafÃ© BR402 | Genze Hub,Etude house Look At My Eyes CafÃ© BR402 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809820680209,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_058609a6-f461-4c8d-bfca-ff4d9d2261a7.jpg?v=1787813057,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cafa-br403-hcw-etudeh-8809668019780,Etude house Look At My Eyes CafÃ© BR403,"<p><strong>Etude house Look At My Eyes CafÃ© BR403</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668019780,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668019780,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_c8190a7b-8722-4f80-b2c4-1e2f6229f4d5.jpg?v=1787813055,1,Etude house Look At My Eyes CafÃ© BR403,false,Etude house Look At My Eyes CafÃ© BR403 | Genze Hub,Etude house Look At My Eyes CafÃ© BR403 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668019780,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_c8190a7b-8722-4f80-b2c4-1e2f6229f4d5.jpg?v=1787813055,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cafa-br407-20-12-2g-hcw-etudeh-8809668019759,Etude house Look At My Eyes CafÃ© BR407 (20.12) 2g,"<p><strong>Etude house Look At My Eyes CafÃ© BR407 (20.12) 2g</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668019759,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668019759,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_27565db4-d5f9-42e1-84e5-7d7bc3c31be5.jpg?v=1787813052,1,Etude house Look At My Eyes CafÃ© BR407 (20.12) 2g,false,Etude house Look At My Eyes CafÃ© BR407 (20.12) 2g | Genze Hub,Etude house Look At My Eyes CafÃ© BR407 (20.12) 2g from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668019759,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_27565db4-d5f9-42e1-84e5-7d7bc3c31be5.jpg?v=1787813052,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cafa-br419-20-12-hcw-etudeh-8809668019803,Etude house Look At My Eyes CafÃ© BR419 (20.12),"<p><strong>Etude house Look At My Eyes CafÃ© BR419 (20.12)</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668019803,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668019803,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_6912105d-f249-4efc-85d6-424af0b8fd76.jpg?v=1787813050,1,Etude house Look At My Eyes CafÃ© BR419 (20.12),false,Etude house Look At My Eyes CafÃ© BR419 (20.12) | Genze Hub,Etude house Look At My Eyes CafÃ© BR419 (20.12) from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668019803,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_6912105d-f249-4efc-85d6-424af0b8fd76.jpg?v=1787813050,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cafa-rd301-hcw-etudeh-8809820680193,Etude house Look At My Eyes Café RD301,"<p><strong>Etude house Look At My Eyes CafÃ© RD301</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics > Makeup > Eye Makeup > Eye Primers,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809820680193,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809820680193,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_4f54ef87-e5b5-4d9b-985b-b19b97e61c32.jpg?v=1787813048,1,Etude house Look At My Eyes CafÃ© RD301,false,Etude house Look At My Eyes CafÃ© RD301 | Genze Hub,Etude house Look At My Eyes CafÃ© RD301 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809820680193,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,geometric,,,,,,,,,,,,,,brown,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_4f54ef87-e5b5-4d9b-985b-b19b97e61c32.jpg?v=1787813048,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-candy-jelly-love-2-0-hcw-etudeh-8809820701829,Etude house Look At My Eyes Candy Jelly Love 2.0,"<p><strong>Etude house Look At My Eyes Candy Jelly Love 2.0</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809820701829,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809820701829,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9d6351b1-54c2-49c6-b3f2-875a621ebfe3.jpg?v=1787813046,1,Etude house Look At My Eyes Candy Jelly Love 2.0,false,Etude house Look At My Eyes Candy Jelly Love 2.0 | Genze Hub,Etude house Look At My Eyes Candy Jelly Love 2.0 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809820701829,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_9d6351b1-54c2-49c6-b3f2-875a621ebfe3.jpg?v=1787813046,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-cool-base-leader-hcw-etudeh-8809820701157,Etude house Look At My Eyes Cool Base Leader,"<p><strong>Etude house Look At My Eyes Cool Base Leader</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809820701157,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809820701157,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_d29a3b85-4e36-403d-bab5-2757a96ac117.webp?v=1787813044,1,Etude house Look At My Eyes Cool Base Leader,false,Etude house Look At My Eyes Cool Base Leader | Genze Hub,Etude house Look At My Eyes Cool Base Leader from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809820701157,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_d29a3b85-4e36-403d-bab5-2757a96ac117.webp?v=1787813044,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-diy-palette-1-hcw-etudeh-8809668029185,Etude house Look At My Eyes DIY Palette #1,"<p><strong>Etude house Look At My Eyes DIY Palette #1</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668029185,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668029185,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_918124f2-ea08-4db2-a8c8-5a032b59c050.png?v=1787813042,1,Etude house Look At My Eyes DIY Palette #1,false,Etude house Look At My Eyes DIY Palette #1 | Genze Hub,Etude house Look At My Eyes DIY Palette #1 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668029185,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_918124f2-ea08-4db2-a8c8-5a032b59c050.png?v=1787813042,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-diy-palette-2-hcw-etudeh-8809668029192,Etude house Look At My Eyes DIY Palette #2,"<p><strong>Etude house Look At My Eyes DIY Palette #2</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668029192,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668029192,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_a75eece2-4c12-4e90-b626-701dc847c7c8.jpg?v=1787813040,1,Etude house Look At My Eyes DIY Palette #2,false,Etude house Look At My Eyes DIY Palette #2 | Genze Hub,Etude house Look At My Eyes DIY Palette #2 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668029192,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_a75eece2-4c12-4e90-b626-701dc847c7c8.jpg?v=1787813040,g,,,true,,,true,,,true,,,true,,,active
etude-house-look-at-my-eyes-diy-palette-4-hcw-etudeh-8809668029819,Etude house Look At My Eyes DIY Palette #4,"<p><strong>Etude house Look At My Eyes DIY Palette #4</strong> is a K-beauty k-beauty selected for an easy, effective everyday routine.</p><ul>
<li>Easy to add to a daily beauty routine</li>
<li>Designed for comfortable everyday use</li>
<li>Helps create a polished, well-cared-for look</li>
</ul><p><strong>How to use:</strong> Use as directed on the product packaging and incorporate into your routine as appropriate.</p><p><strong>Good to know:</strong> Check the product packaging for the complete ingredient list and specific directions, especially if your skin is sensitive.</p>",ETUDE,Health & Beauty > Personal Care > Cosmetics,K-Beauty,"2-4-weeks, beauty, draft-import, K-Beauty, nail-care, ships-from-us, supplier-in-stock",true,Default Title,Default Title,,,,,,,,HCW-ETUDEH-8809668029819,0.0,shopify,deny,manual,14.99,,true,true,,,,,'8809668029819,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_c2892548-5902-48fd-9ec4-ff02da7396cc.png?v=1787813038,1,Etude house Look At My Eyes DIY Palette #4,false,Etude house Look At My Eyes DIY Palette #4 | Genze Hub,Etude house Look At My Eyes DIY Palette #4 from Genze Hub. Shop beauty with 2–4 weeks delivery selection. View price and availability for worldwide delivery from the United States; this item is currently available.,Health & Beauty > Personal Care > Cosmetics,unisex,adult,HCW-ETUDEH-8809668029819,new,FALSE,K-Beauty,Cosmetics,Ships From US,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0687/8527/4978/files/file_c2892548-5902-48fd-9ec4-ff02da7396cc.png?v=1787813038,g,,,true,,,true,,,true,,,true,,,active
